ID_NAME,CANCER TYPE,SURV
RENBP,Breast cancer,NEUTRAL
RENBP,Colorectal cancer,DOWNREG
RFK,Brain cancer,NEUTRAL
RFK,Breast cancer,UPREG
RFK,Lung cancer,UPREG
RFK,Ovarian cancer,NEUTRAL
RFK,Skin cancer,UPREG
RHAG,Blood cancer,NEUTRAL
RHBG,Breast cancer,UPREG
RPE,Breast cancer,UPREG
RPE,Lung cancer,UPREG
RPIA,Brain cancer,UPREG
RPIA,Breast cancer,NEUTRAL
RPN1,Brain cancer,UPREG
RPN1,Breast cancer,UPREG
RPN1,Skin cancer,UPREG
RPN2,Blood cancer,UPREG
RPN2,Brain cancer,UPREG
RPN2,Breast cancer,UPREG
RPN2,Lung cancer,UPREG
RPN2,Skin cancer,UPREG
RRM1,Blood cancer,UPREG
RRM1,Brain cancer,UPREG
RRM1,Breast cancer,UPREG
RRM1,Lung cancer,UPREG
RRM1,Skin cancer,UPREG
RRM2,Blood cancer,NEUTRAL
RRM2,Brain cancer,NEUTRAL
RRM2,Breast cancer,UPREG
RRM2,Lung cancer,NEUTRAL
RRM2,Prostate cancer,NEUTRAL
RRM2,Skin cancer,UPREG
RWDD2A,Blood cancer,NEUTRAL
RWDD2A,Brain cancer,DOWNREG
RWDD2A,Breast cancer,NEUTRAL
RWDD2A,Colorectal cancer,UPREG
SARDH,Blood cancer,UPREG
SARDH,Breast cancer,NEUTRAL
SARDH,Lung cancer,DOWNREG
SAT1,Brain cancer,UPREG
SAT1,Breast cancer,NEUTRAL
SAT1,Colorectal cancer,UPREG
SAT1,Lung cancer,UPREG
SAT1,Ovarian cancer,NEUTRAL
SAT2,Blood cancer,NEUTRAL
SAT2,Lung cancer,DOWNREG
SCD,Blood cancer,UPREG
SCD,Brain cancer,DOWNREG
SCD,Breast cancer,NEUTRAL
SCD,Colorectal cancer,UPREG
SCD,Lung cancer,NEUTRAL
SCD,Skin cancer,UPREG
SCLY,Lung cancer,UPREG
SCLY,Ovarian cancer,UPREG
SCLY,Skin cancer,UPREG
SCP2,Blood cancer,UPREG
SCP2,Breast cancer,DOWNREG
SCP2,Lung cancer,DOWNREG
SCP2,Ovarian cancer,NEUTRAL
SDHA,Breast cancer,NEUTRAL
SDHB,Breast cancer,NEUTRAL
SDHB,Colorectal cancer,DOWNREG
SDHB,Lung cancer,UPREG
SDHC,Blood cancer,UPREG
SDHC,Brain cancer,UPREG
SDHC,Breast cancer,UPREG
SDHC,Lung cancer,UPREG
SDHC,Skin cancer,UPREG
SDHD,Blood cancer,UPREG
SDHD,Breast cancer,DOWNREG
SDHD,Lung cancer,UPREG
SDS,Breast cancer,NEUTRAL
SDS,Colorectal cancer,UPREG
SDS,Lung cancer,UPREG
SEC11A,Blood cancer,UPREG
SEC11A,Breast cancer,DOWNREG
SEC11A,Colorectal cancer,UPREG
SEC11A,Lung cancer,UPREG
SEC11C,Lung cancer,NEUTRAL
SEC11C,Ovarian cancer,NEUTRAL
SEPHS1,Brain cancer,DOWNREG
SEPHS1,Breast cancer,UPREG
SEPHS1,Colorectal cancer,UPREG
SETD7,Colorectal cancer,UPREG
SETD7,Lung cancer,DOWNREG
SETDB1,Blood cancer,UPREG
SETDB1,Ovarian cancer,UPREG
SETDB2,Blood cancer,UPREG
SETDB2,Breast cancer,DOWNREG
SETDB2,Lung cancer,DOWNREG
SGMS1,Blood cancer,NEUTRAL
SGMS1,Brain cancer,DOWNREG
SGMS1,Lung cancer,NEUTRAL
SGPL1,Blood cancer,DOWNREG
SGPL1,Breast cancer,NEUTRAL
SGPL1,Colorectal cancer,UPREG
SGPL1,Lung cancer,UPREG
SGSH,Brain cancer,UPREG
SGSH,Breast cancer,NEUTRAL
SGSH,Lung cancer,DOWNREG
SGSH,Ovarian cancer,NEUTRAL
SHMT1,Blood cancer,NEUTRAL
SHMT1,Brain cancer,UPREG
SHMT1,Breast cancer,NEUTRAL
SHMT1,Colorectal cancer,DOWNREG
SHMT1,Lung cancer,DOWNREG
SHMT2,Blood cancer,DOWNREG
SHMT2,Breast cancer,UPREG
SHMT2,Lung cancer,UPREG
SHMT2,Prostate cancer,NEUTRAL
SHMT2,Skin cancer,UPREG
SI,Lung cancer,NEUTRAL
SLC12A2,Blood cancer,NEUTRAL
SLC12A2,Breast cancer,NEUTRAL
SLC12A2,Colorectal cancer,DOWNREG
SLC12A3,Blood cancer,NEUTRAL
SLC12A3,Colorectal cancer,DOWNREG
SLC12A3,Ovarian cancer,UPREG
SLC12A4,Breast cancer,DOWNREG
SLC12A4,Ovarian cancer,DOWNREG
SLC12A5,Colorectal cancer,DOWNREG
SLC12A6,Brain cancer,DOWNREG
SLC12A6,Lung cancer,DOWNREG
SLC12A7,Brain cancer,UPREG
SLC12A7,Lung cancer,UPREG
SLC13A1,Breast cancer,NEUTRAL
SLC13A1,Colorectal cancer,UPREG
SLC13A1,Ovarian cancer,NEUTRAL
SLC13A3,Breast cancer,UPREG
SLC13A3,Lung cancer,NEUTRAL
SLC13A3,Prostate cancer,NEUTRAL
SLC13A3,Skin cancer,NEUTRAL
SLC13A4,Blood cancer,UPREG
SLC13A4,Brain cancer,UPREG
SLC13A4,Breast cancer,NEUTRAL
SLC13A4,Lung cancer,UPREG
SLC13A4,Skin cancer,UPREG
SLC13A5,Ovarian cancer,NEUTRAL
SLC14A1,Blood cancer,NEUTRAL
SLC14A1,Breast cancer,NEUTRAL
SLC14A1,Colorectal cancer,UPREG
SLC14A1,Lung cancer,NEUTRAL
SLC15A2,Brain cancer,DOWNREG
SLC15A2,Breast cancer,UPREG
SLC15A2,Colorectal cancer,DOWNREG
SLC15A2,Lung cancer,DOWNREG
SLC15A2,Prostate cancer,NEUTRAL
SLC16A1,Brain cancer,NEUTRAL
SLC16A1,Breast cancer,NEUTRAL
SLC16A1,Lung cancer,UPREG
SLC16A1,Skin cancer,UPREG
SLC16A10,Blood cancer,NEUTRAL
SLC16A10,Breast cancer,NEUTRAL
SLC16A10,Lung cancer,NEUTRAL
SLC16A2,Ovarian cancer,NEUTRAL
SLC16A3,Blood cancer,NEUTRAL
SLC16A3,Brain cancer,NEUTRAL
SLC16A3,Breast cancer,NEUTRAL
SLC16A3,Colorectal cancer,DOWNREG
SLC16A3,Lung cancer,UPREG
SLC16A7,Brain cancer,DOWNREG
SLC16A7,Breast cancer,NEUTRAL
SLC16A7,Colorectal cancer,UPREG
SLC16A7,Lung cancer,NEUTRAL
SLC16A7,Ovarian cancer,NEUTRAL
SLC17A1,Ovarian cancer,UPREG
SLC17A2,Breast cancer,DOWNREG
SLC17A2,Ovarian cancer,DOWNREG
SLC17A3,Brain cancer,DOWNREG
SLC17A3,Breast cancer,NEUTRAL
SLC17A3,Colorectal cancer,NEUTRAL
SLC17A4,Breast cancer,DOWNREG
SLC17A4,Ovarian cancer,NEUTRAL
SLC17A5,Blood cancer,DOWNREG
SLC17A6,Breast cancer,DOWNREG
SLC17A7,Brain cancer,NEUTRAL
SLC17A7,Colorectal cancer,DOWNREG
SLC17A7,Lung cancer,DOWNREG
SLC17A8,Blood cancer,UPREG
SLC18A1,Breast cancer,DOWNREG
SLC18A1,Ovarian cancer,UPREG
SLC18A2,Breast cancer,NEUTRAL
SLC18A2,Lung cancer,NEUTRAL
SLC18A3,Ovarian cancer,UPREG
SLC19A1,Blood cancer,NEUTRAL
SLC19A1,Breast cancer,UPREG
SLC19A1,Colorectal cancer,DOWNREG
SLC19A1,Lung cancer,NEUTRAL
SLC19A1,Ovarian cancer,UPREG
SLC19A2,Blood cancer,NEUTRAL
SLC19A2,Breast cancer,NEUTRAL
SLC19A2,Colorectal cancer,NEUTRAL
SLC19A2,Lung cancer,NEUTRAL
SLC19A2,Ovarian cancer,NEUTRAL
SLC19A3,Breast cancer,NEUTRAL
SLC1A1,Brain cancer,DOWNREG
SLC1A1,Breast cancer,NEUTRAL
SLC1A1,Prostate cancer,NEUTRAL
SLC1A2,Breast cancer,UPREG
SLC1A2,Skin cancer,DOWNREG
SLC1A3,Breast cancer,NEUTRAL
SLC1A3,Colorectal cancer,UPREG
SLC1A4,Brain cancer,DOWNREG
SLC1A4,Breast cancer,NEUTRAL
SLC1A4,Lung cancer,DOWNREG
SLC1A4,Ovarian cancer,NEUTRAL
SLC1A5,Brain cancer,NEUTRAL
SLC1A5,Breast cancer,NEUTRAL
SLC1A6,Breast cancer,NEUTRAL
SLC1A6,Colorectal cancer,DOWNREG
SLC1A6,Lung cancer,NEUTRAL
SLC1A7,Blood cancer,UPREG
SLC1A7,Ovarian cancer,UPREG
SLC1A7,Skin cancer,UPREG
SLC20A1,Blood cancer,DOWNREG
SLC20A1,Brain cancer,UPREG
SLC20A1,Breast cancer,NEUTRAL
SLC20A1,Colorectal cancer,UPREG
SLC20A2,Breast cancer,UPREG
SLC20A2,Ovarian cancer,UPREG
SLC22A1,Lung cancer,DOWNREG
SLC22A2,Breast cancer,UPREG
SLC22A3,Breast cancer,UPREG
SLC22A3,Lung cancer,NEUTRAL
SLC22A4,Ovarian cancer,NEUTRAL
SLC22A5,Breast cancer,NEUTRAL
SLC22A5,Lung cancer,DOWNREG
SLC23A2,Blood cancer,NEUTRAL
SLC23A2,Brain cancer,DOWNREG
SLC23A2,Breast cancer,UPREG
SLC23A2,Colorectal cancer,DOWNREG
SLC23A2,Lung cancer,DOWNREG
SLC23A2,Ovarian cancer,NEUTRAL
SLC24A1,Blood cancer,UPREG
SLC24A1,Colorectal cancer,UPREG
SLC24A1,Lung cancer,NEUTRAL
SLC24A1,Ovarian cancer,UPREG
SLC24A2,Breast cancer,NEUTRAL
SLC24A3,Blood cancer,DOWNREG
SLC24A3,Brain cancer,DOWNREG
SLC24A3,Colorectal cancer,NEUTRAL
SLC24A3,Ovarian cancer,NEUTRAL
SLC24A4,Lung cancer,DOWNREG
SLC25A1,Brain cancer,NEUTRAL
SLC25A1,Breast cancer,UPREG
SLC25A1,Ovarian cancer,UPREG
SLC25A10,Breast cancer,UPREG
SLC25A10,Colorectal cancer,NEUTRAL
SLC25A10,Lung cancer,UPREG
SLC25A11,Blood cancer,DOWNREG
SLC25A12,Breast cancer,DOWNREG
SLC25A12,Lung cancer,DOWNREG
SLC25A13,Blood cancer,UPREG
SLC25A13,Brain cancer,UPREG
SLC25A13,Breast cancer,UPREG
SLC25A13,Skin cancer,UPREG
SLC25A14,Blood cancer,NEUTRAL
SLC25A14,Breast cancer,UPREG
SLC25A14,Ovarian cancer,DOWNREG
SLC25A14,Skin cancer,UPREG
SLC25A15,Colorectal cancer,NEUTRAL
SLC25A15,Lung cancer,UPREG
SLC25A15,Ovarian cancer,NEUTRAL
SLC25A15,Skin cancer,UPREG
SLC25A16,Blood cancer,DOWNREG
SLC25A16,Breast cancer,UPREG
SLC25A16,Colorectal cancer,DOWNREG
SLC25A16,Lung cancer,DOWNREG
SLC25A18,Brain cancer,NEUTRAL
SLC25A18,Breast cancer,NEUTRAL
SLC25A18,Colorectal cancer,DOWNREG
SLC25A19,Brain cancer,UPREG
SLC25A19,Breast cancer,UPREG
SLC25A19,Lung cancer,UPREG
SLC25A2,Colorectal cancer,UPREG
SLC25A20,Breast cancer,NEUTRAL
SLC25A20,Colorectal cancer,UPREG
SLC25A21,Brain cancer,NEUTRAL
SLC25A21,Breast cancer,DOWNREG
SLC25A21,Colorectal cancer,UPREG
SLC25A21,Lung cancer,DOWNREG
SLC25A22,Breast cancer,UPREG
SLC25A26,Lung cancer,UPREG
SLC25A27,Breast cancer,UPREG
SLC25A27,Colorectal cancer,DOWNREG
SLC25A27,Lung cancer,DOWNREG
SLC25A3,Colorectal cancer,DOWNREG
SLC25A3,Lung cancer,UPREG
SLC25A4,Breast cancer,NEUTRAL
SLC25A5,Breast cancer,UPREG
SLC25A5,Lung cancer,UPREG
SLC25A5,Ovarian cancer,UPREG
SLC25A6,Breast cancer,UPREG
SLC25A6,Colorectal cancer,DOWNREG
SLC26A1,Breast cancer,NEUTRAL
SLC26A1,Lung cancer,DOWNREG
SLC26A1,Ovarian cancer,UPREG
SLC26A11,Ovarian cancer,NEUTRAL
SLC26A2,Blood cancer,NEUTRAL
SLC26A2,Brain cancer,UPREG
SLC26A2,Breast cancer,DOWNREG
SLC26A3,Breast cancer,NEUTRAL
SLC26A4,Brain cancer,DOWNREG
SLC26A6,Breast cancer,UPREG
SLC26A6,Skin cancer,UPREG
SLC26A7,Blood cancer,NEUTRAL
SLC26A7,Breast cancer,NEUTRAL
SLC26A7,Colorectal cancer,DOWNREG
SLC26A7,Ovarian cancer,NEUTRAL
SLC26A8,Colorectal cancer,DOWNREG
SLC26A9,Breast cancer,DOWNREG
SLC26A9,Lung cancer,NEUTRAL
SLC27A1,Breast cancer,NEUTRAL
SLC27A1,Lung cancer,DOWNREG
SLC27A2,Ovarian cancer,NEUTRAL
SLC27A2,Skin cancer,DOWNREG
SLC27A3,Brain cancer,UPREG
SLC27A3,Breast cancer,NEUTRAL
SLC27A3,Lung cancer,DOWNREG
SLC27A4,Breast cancer,UPREG
SLC27A5,Lung cancer,UPREG
SLC28A1,Breast cancer,NEUTRAL
SLC28A2,Breast cancer,UPREG
SLC28A2,Ovarian cancer,UPREG
SLC28A3,Breast cancer,DOWNREG
SLC28A3,Lung cancer,NEUTRAL
SLC29A1,Brain cancer,UPREG
SLC29A2,Blood cancer,UPREG
SLC29A2,Breast cancer,UPREG
SLC29A2,Lung cancer,DOWNREG
SLC29A3,Blood cancer,DOWNREG
SLC29A3,Brain cancer,DOWNREG
SLC2A1,Blood cancer,NEUTRAL
SLC2A1,Lung cancer,UPREG
SLC2A10,Brain cancer,NEUTRAL
SLC2A10,Breast cancer,NEUTRAL
SLC2A10,Ovarian cancer,UPREG
SLC2A11,Brain cancer,DOWNREG
SLC2A11,Breast cancer,DOWNREG
SLC2A11,Lung cancer,DOWNREG
SLC2A12,Breast cancer,NEUTRAL
SLC2A12,Lung cancer,NEUTRAL
SLC2A13,Brain cancer,DOWNREG
SLC2A13,Breast cancer,DOWNREG
SLC2A13,Colorectal cancer,DOWNREG
SLC2A13,Lung cancer,NEUTRAL
SLC2A14,Breast cancer,NEUTRAL
SLC2A14,Colorectal cancer,NEUTRAL
SLC2A2,Breast cancer,NEUTRAL
SLC2A2,Colorectal cancer,NEUTRAL
SLC2A3,Brain cancer,NEUTRAL
SLC2A3,Breast cancer,UPREG
SLC2A3,Colorectal cancer,NEUTRAL
SLC2A3,Lung cancer,NEUTRAL
SLC2A4,Breast cancer,UPREG
SLC2A5,Blood cancer,NEUTRAL
SLC2A5,Breast cancer,NEUTRAL
SLC2A5,Lung cancer,UPREG
SLC2A6,Breast cancer,UPREG
SLC2A6,Ovarian cancer,NEUTRAL
SLC2A8,Brain cancer,DOWNREG
SLC2A8,Lung cancer,UPREG
SLC2A9,Brain cancer,UPREG
SLC32A1,Brain cancer,DOWNREG
SLC33A1,Blood cancer,UPREG
SLC33A1,Brain cancer,UPREG
SLC34A1,Breast cancer,UPREG
SLC34A1,Colorectal cancer,NEUTRAL
SLC34A1,Ovarian cancer,DOWNREG
SLC34A2,Breast cancer,NEUTRAL
SLC34A2,Lung cancer,NEUTRAL
SLC34A3,Blood cancer,NEUTRAL
SLC34A3,Colorectal cancer,DOWNREG
SLC34A3,Lung cancer,NEUTRAL
SLC34A3,Ovarian cancer,DOWNREG
SLC35A1,Breast cancer,NEUTRAL
SLC35A1,Lung cancer,DOWNREG
SLC35A1,Ovarian cancer,NEUTRAL
SLC35A2,Blood cancer,UPREG
SLC35A2,Brain cancer,UPREG
SLC35A2,Breast cancer,UPREG
SLC35A2,Lung cancer,NEUTRAL
SLC35A3,Blood cancer,DOWNREG
SLC35A3,Brain cancer,UPREG
SLC35A3,Breast cancer,DOWNREG
SLC35A3,Lung cancer,NEUTRAL
SLC35B2,Breast cancer,UPREG
SLC35B2,Lung cancer,UPREG
SLC35B4,Blood cancer,UPREG
SLC35B4,Lung cancer,DOWNREG
SLC35B4,Skin cancer,UPREG
SLC35C1,Blood cancer,NEUTRAL
SLC35C1,Brain cancer,NEUTRAL
SLC35C1,Breast cancer,UPREG
SLC35C1,Ovarian cancer,DOWNREG
SLC35D1,Colorectal cancer,DOWNREG
SLC35D1,Lung cancer,NEUTRAL
SLC35D1,Ovarian cancer,NEUTRAL
SLC35D2,Breast cancer,DOWNREG
SLC35D2,Ovarian cancer,DOWNREG
SLC36A1,Blood cancer,DOWNREG
SLC36A1,Breast cancer,UPREG
SLC36A1,Colorectal cancer,DOWNREG
SLC36A1,Lung cancer,UPREG
SLC37A4,Lung cancer,UPREG
SLC37A4,Skin cancer,UPREG
SLC38A1,Blood cancer,NEUTRAL
SLC38A1,Brain cancer,NEUTRAL
SLC38A1,Breast cancer,NEUTRAL
SLC38A1,Colorectal cancer,DOWNREG
SLC38A2,Colorectal cancer,UPREG
SLC38A2,Lung cancer,DOWNREG
SLC38A3,Breast cancer,NEUTRAL
SLC38A4,Breast cancer,NEUTRAL
SLC38A4,Colorectal cancer,UPREG
SLC38A4,Lung cancer,UPREG
SLC38A4,Ovarian cancer,UPREG
SLC38A5,Breast cancer,NEUTRAL
SLC3A1,Blood cancer,NEUTRAL
SLC3A1,Breast cancer,NEUTRAL
SLC3A1,Colorectal cancer,NEUTRAL
SLC3A2,Brain cancer,UPREG
SLC3A2,Breast cancer,NEUTRAL
SLC3A2,Lung cancer,UPREG
SLC3A2,Skin cancer,UPREG
SLC43A1,Breast cancer,DOWNREG
SLC43A1,Lung cancer,NEUTRAL
SLC43A2,Colorectal cancer,DOWNREG
SLC46A1,Lung cancer,DOWNREG
SLC4A1,Blood cancer,NEUTRAL
SLC4A1,Breast cancer,NEUTRAL
SLC4A1,Lung cancer,NEUTRAL
SLC4A10,Breast cancer,UPREG
SLC4A10,Colorectal cancer,DOWNREG
SLC4A2,Breast cancer,NEUTRAL
SLC4A2,Ovarian cancer,UPREG
SLC4A2,Skin cancer,UPREG
SLC4A3,Brain cancer,NEUTRAL
SLC4A3,Breast cancer,NEUTRAL
SLC4A3,Colorectal cancer,UPREG
SLC4A4,Lung cancer,NEUTRAL
SLC4A4,Ovarian cancer,NEUTRAL
SLC4A4,Prostate cancer,NEUTRAL
SLC4A5,Brain cancer,NEUTRAL
SLC4A5,Breast cancer,NEUTRAL
SLC4A5,Colorectal cancer,DOWNREG
SLC4A5,Lung cancer,DOWNREG
SLC4A5,Ovarian cancer,UPREG
SLC4A7,Brain cancer,UPREG
SLC4A7,Breast cancer,NEUTRAL
SLC4A7,Lung cancer,DOWNREG
SLC4A7,Ovarian cancer,NEUTRAL
SLC4A8,Breast cancer,NEUTRAL
SLC4A9,Blood cancer,NEUTRAL
SLC4A9,Breast cancer,NEUTRAL
SLC4A9,Lung cancer,NEUTRAL
SLC5A1,Brain cancer,DOWNREG
SLC5A1,Lung cancer,DOWNREG
SLC5A1,Ovarian cancer,NEUTRAL
SLC5A11,Blood cancer,NEUTRAL
SLC5A11,Breast cancer,UPREG
SLC5A12,Breast cancer,UPREG
SLC5A12,Colorectal cancer,NEUTRAL
SLC5A12,Lung cancer,DOWNREG
SLC5A2,Lung cancer,DOWNREG
SLC5A5,Lung cancer,UPREG
SLC5A6,Breast cancer,UPREG
SLC5A6,Ovarian cancer,UPREG
SLC5A8,Brain cancer,UPREG
SLC5A9,Lung cancer,NEUTRAL
SLC6A1,Colorectal cancer,UPREG
SLC6A11,Blood cancer,NEUTRAL
SLC6A11,Lung cancer,DOWNREG
SLC6A11,Ovarian cancer,NEUTRAL
SLC6A11,Skin cancer,DOWNREG
SLC6A12,Ovarian cancer,NEUTRAL
SLC6A13,Breast cancer,DOWNREG
SLC6A13,Ovarian cancer,UPREG
SLC6A14,Brain cancer,NEUTRAL
SLC6A14,Lung cancer,NEUTRAL
SLC6A2,Breast cancer,NEUTRAL
SLC6A2,Lung cancer,UPREG
SLC6A2,Ovarian cancer,UPREG
SLC6A3,Blood cancer,NEUTRAL
SLC6A4,Lung cancer,DOWNREG
SLC6A4,Ovarian cancer,UPREG
SLC6A5,Colorectal cancer,DOWNREG
SLC6A6,Brain cancer,NEUTRAL
SLC6A6,Lung cancer,NEUTRAL
SLC6A6,Ovarian cancer,DOWNREG
SLC6A7,Breast cancer,DOWNREG
SLC6A7,Ovarian cancer,UPREG
SLC6A8,Blood cancer,NEUTRAL
SLC6A8,Breast cancer,UPREG
SLC6A8,Colorectal cancer,DOWNREG
SLC6A8,Lung cancer,UPREG
SLC6A8,Skin cancer,UPREG
SLC6A9,Colorectal cancer,DOWNREG
SLC7A1,Brain cancer,DOWNREG
SLC7A1,Breast cancer,UPREG
SLC7A1,Lung cancer,UPREG
SLC7A1,Ovarian cancer,DOWNREG
SLC7A10,Breast cancer,NEUTRAL
SLC7A10,Ovarian cancer,NEUTRAL
SLC7A11,Blood cancer,NEUTRAL
SLC7A11,Colorectal cancer,NEUTRAL
SLC7A11,Lung cancer,NEUTRAL
SLC7A11,Ovarian cancer,NEUTRAL
SLC7A2,Breast cancer,NEUTRAL
SLC7A2,Lung cancer,UPREG
SLC7A2,Ovarian cancer,NEUTRAL
SLC7A5,Brain cancer,DOWNREG
SLC7A5,Breast cancer,NEUTRAL
SLC7A5,Lung cancer,NEUTRAL
SLC7A6,Breast cancer,UPREG
SLC7A6,Colorectal cancer,DOWNREG
SLC7A6,Lung cancer,UPREG
SLC7A7,Blood cancer,NEUTRAL
SLC7A7,Prostate cancer,NEUTRAL
SLC7A8,Breast cancer,NEUTRAL
SLC7A8,Colorectal cancer,DOWNREG
SLC7A8,Lung cancer,NEUTRAL
SLC7A8,Prostate cancer,NEUTRAL
SLC7A9,Breast cancer,UPREG
SLC8A1,Brain cancer,NEUTRAL
SLC8A1,Breast cancer,NEUTRAL
SLC8A1,Colorectal cancer,DOWNREG
SLC8A1,Lung cancer,UPREG
SLC8A1,Prostate cancer,NEUTRAL
SLC8A2,Brain cancer,NEUTRAL
SLC8A2,Breast cancer,NEUTRAL
SLC8A2,Colorectal cancer,DOWNREG
SLC8A2,Lung cancer,NEUTRAL
SLC8A3,Lung cancer,NEUTRAL
SLC9A2,Breast cancer,NEUTRAL
SLC9A2,Colorectal cancer,DOWNREG
SLC9A2,Lung cancer,DOWNREG
SLC9A2,Ovarian cancer,UPREG
SLC9A3,Colorectal cancer,DOWNREG
SLC9A3,Ovarian cancer,UPREG
SLC9A5,Blood cancer,NEUTRAL
SLC9A5,Breast cancer,UPREG
SLC9A5,Colorectal cancer,DOWNREG
SLC9A7,Blood cancer,NEUTRAL
SLC9A7,Colorectal cancer,DOWNREG
SLC9A7,Lung cancer,UPREG
SLC9A7,Ovarian cancer,UPREG
SLC9A8,Lung cancer,DOWNREG
SLCO1A2,Colorectal cancer,NEUTRAL
SLCO1A2,Ovarian cancer,UPREG
SLCO1B1,Colorectal cancer,UPREG
SLCO1C1,Lung cancer,DOWNREG
SLCO2A1,Breast cancer,DOWNREG
SLCO2A1,Ovarian cancer,NEUTRAL
SLCO2A1,Prostate cancer,NEUTRAL
SLCO2B1,Breast cancer,NEUTRAL
SLCO2B1,Lung cancer,NEUTRAL
SLCO3A1,Breast cancer,DOWNREG
SLCO3A1,Lung cancer,NEUTRAL
SLCO3A1,Ovarian cancer,NEUTRAL
SLCO4A1,Blood cancer,UPREG
SLCO4A1,Breast cancer,UPREG
SLCO4A1,Lung cancer,UPREG
SMPD3,Breast cancer,UPREG
SMS,Brain cancer,UPREG
SMS,Breast cancer,UPREG
SMS,Lung cancer,NEUTRAL
SOAT1,Brain cancer,NEUTRAL
SOAT1,Breast cancer,NEUTRAL
SOAT1,Ovarian cancer,UPREG
SOD1,Blood cancer,UPREG
SOD1,Lung cancer,UPREG
SOD1,Skin cancer,UPREG
SOD2,Brain cancer,UPREG
SOD2,Breast cancer,UPREG
SOD2,Lung cancer,UPREG
SOD3,Brain cancer,UPREG
SOD3,Breast cancer,UPREG
SOD3,Lung cancer,DOWNREG
SOD3,Prostate cancer,NEUTRAL
SORD,Blood cancer,NEUTRAL
SORD,Brain cancer,NEUTRAL
SORD,Breast cancer,NEUTRAL
SORD,Colorectal cancer,NEUTRAL
SORD,Lung cancer,UPREG
SORD,Ovarian cancer,NEUTRAL
SORD,Prostate cancer,NEUTRAL
SORD,Skin cancer,UPREG
SPCS1,Breast cancer,NEUTRAL
SPCS1,Lung cancer,UPREG
SPCS2,Breast cancer,UPREG
SPCS2,Colorectal cancer,DOWNREG
SPCS2,Lung cancer,UPREG
SPCS2,Ovarian cancer,DOWNREG
SPCS3,Brain cancer,UPREG
SPCS3,Breast cancer,UPREG
SPCS3,Colorectal cancer,UPREG
SPCS3,Lung cancer,UPREG
SPCS3,Ovarian cancer,UPREG
SPHK2,Breast cancer,UPREG
SPHK2,Colorectal cancer,DOWNREG
SPR,Breast cancer,NEUTRAL
SPR,Lung cancer,UPREG
SPR,Ovarian cancer,NEUTRAL
SPTLC1,Blood cancer,UPREG
SPTLC1,Breast cancer,DOWNREG
SPTLC1,Lung cancer,UPREG
SPTLC2,Blood cancer,DOWNREG
SPTLC2,Brain cancer,NEUTRAL
SPTLC2,Breast cancer,NEUTRAL
SPTLC2,Lung cancer,DOWNREG
SPTLC2,Ovarian cancer,NEUTRAL
SQLE,Blood cancer,UPREG
SQLE,Breast cancer,UPREG
SQLE,Colorectal cancer,UPREG
SQLE,Lung cancer,UPREG
SQLE,Skin cancer,UPREG
SRD5A1,Breast cancer,UPREG
SRD5A1,Lung cancer,UPREG
SRD5A2,Colorectal cancer,DOWNREG
SRD5A2,Ovarian cancer,DOWNREG
SRD5A2,Prostate cancer,NEUTRAL
SRM,Breast cancer,NEUTRAL
SRM,Lung cancer,UPREG
SRM,Ovarian cancer,UPREG
SRM,Skin cancer,UPREG
ST3GAL1,Brain cancer,NEUTRAL
ST3GAL1,Colorectal cancer,NEUTRAL
ST3GAL1,Lung cancer,NEUTRAL
ST3GAL2,Blood cancer,DOWNREG
ST3GAL2,Breast cancer,DOWNREG
ST3GAL2,Lung cancer,DOWNREG
ST3GAL2,Ovarian cancer,NEUTRAL
ST3GAL3,Blood cancer,NEUTRAL
ST3GAL3,Colorectal cancer,DOWNREG
ST3GAL3,Skin cancer,UPREG
ST3GAL4,Blood cancer,UPREG
ST3GAL4,Breast cancer,UPREG
ST3GAL4,Colorectal cancer,DOWNREG
ST3GAL4,Lung cancer,UPREG
ST3GAL5,Breast cancer,DOWNREG
ST3GAL5,Colorectal cancer,UPREG
ST3GAL5,Lung cancer,NEUTRAL
ST3GAL6,Brain cancer,NEUTRAL
ST3GAL6,Breast cancer,NEUTRAL
ST3GAL6,Colorectal cancer,UPREG
ST3GAL6,Lung cancer,NEUTRAL
ST3GAL6,Ovarian cancer,NEUTRAL
ST6GAL1,Blood cancer,NEUTRAL
ST6GAL1,Breast cancer,NEUTRAL
ST6GAL1,Colorectal cancer,DOWNREG
ST6GAL1,Ovarian cancer,NEUTRAL
ST6GALNAC1,Breast cancer,NEUTRAL
ST6GALNAC1,Ovarian cancer,NEUTRAL
ST6GALNAC2,Blood cancer,UPREG
ST6GALNAC2,Breast cancer,UPREG
ST6GALNAC2,Colorectal cancer,NEUTRAL
ST6GALNAC3,Lung cancer,DOWNREG
ST6GALNAC3,Ovarian cancer,NEUTRAL
ST6GALNAC3,Skin cancer,UPREG
ST6GALNAC5,Colorectal cancer,NEUTRAL
ST6GALNAC6,Blood cancer,NEUTRAL
ST6GALNAC6,Lung cancer,DOWNREG
ST8SIA1,Breast cancer,NEUTRAL
ST8SIA1,Lung cancer,NEUTRAL
ST8SIA5,Blood cancer,DOWNREG
ST8SIA5,Brain cancer,NEUTRAL
STARD3,Breast cancer,NEUTRAL
STS,Lung cancer,NEUTRAL
STS,Ovarian cancer,NEUTRAL
SUCLA2,Breast cancer,DOWNREG
